filename,filepath,mask_filename,mask_filepath,extra_masks,class,is_negative,split
benign (309).png,dataset/benign/benign (309).png,benign (309)_mask.png,dataset/benign/benign (309)_mask.png,[],benign,False,train
benign (31).png,dataset/benign/benign (31).png,benign (31)_mask.png,dataset/benign/benign (31)_mask.png,[],benign,False,train
benign (310).png,dataset/benign/benign (310).png,benign (310)_mask.png,dataset/benign/benign (310)_mask.png,[],benign,False,train
benign (311).png,dataset/benign/benign (311).png,benign (311)_mask.png,dataset/benign/benign (311)_mask.png,[],benign,False,train
benign (312).png,dataset/benign/benign (312).png,benign (312)_mask.png,dataset/benign/benign (312)_mask.png,[],benign,False,test
benign (313).png,dataset/benign/benign (313).png,benign (313)_mask.png,dataset/benign/benign (313)_mask.png,[],benign,False,train
benign (314).png,dataset/benign/benign (314).png,benign (314)_mask.png,dataset/benign/benign (314)_mask.png,[],benign,False,train
benign (315).png,dataset/benign/benign (315).png,benign (315)_mask.png,dataset/benign/benign (315)_mask.png,['dataset/benign/benign (315)_mask_1.png'],benign,False,test
benign (316).png,dataset/benign/benign (316).png,benign (316)_mask.png,dataset/benign/benign (316)_mask.png,[],benign,False,train
benign (317).png,dataset/benign/benign (317).png,benign (317)_mask.png,dataset/benign/benign (317)_mask.png,[],benign,False,train
benign (318).png,dataset/benign/benign (318).png,benign (318)_mask.png,dataset/benign/benign (318)_mask.png,[],benign,False,train
benign (319).png,dataset/benign/benign (319).png,benign (319)_mask.png,dataset/benign/benign (319)_mask.png,[],benign,False,train
benign (32).png,dataset/benign/benign (32).png,benign (32)_mask.png,dataset/benign/benign (32)_mask.png,[],benign,False,train
benign (320).png,dataset/benign/benign (320).png,benign (320)_mask.png,dataset/benign/benign (320)_mask.png,[],benign,False,train
benign (321).png,dataset/benign/benign (321).png,benign (321)_mask.png,dataset/benign/benign (321)_mask.png,[],benign,False,train
benign (322).png,dataset/benign/benign (322).png,benign (322)_mask.png,dataset/benign/benign (322)_mask.png,[],benign,False,train
benign (323).png,dataset/benign/benign (323).png,benign (323)_mask.png,dataset/benign/benign (323)_mask.png,[],benign,False,train
benign (324).png,dataset/benign/benign (324).png,benign (324)_mask.png,dataset/benign/benign (324)_mask.png,[],benign,False,train
benign (325).png,dataset/benign/benign (325).png,benign (325)_mask.png,dataset/benign/benign (325)_mask.png,[],benign,False,train
benign (326).png,dataset/benign/benign (326).png,benign (326)_mask.png,dataset/benign/benign (326)_mask.png,[],benign,False,train
benign (327).png,dataset/benign/benign (327).png,benign (327)_mask.png,dataset/benign/benign (327)_mask.png,[],benign,False,train
benign (328).png,dataset/benign/benign (328).png,benign (328)_mask.png,dataset/benign/benign (328)_mask.png,[],benign,False,train
benign (329).png,dataset/benign/benign (329).png,benign (329)_mask.png,dataset/benign/benign (329)_mask.png,[],benign,False,train
benign (33).png,dataset/benign/benign (33).png,benign (33)_mask.png,dataset/benign/benign (33)_mask.png,[],benign,False,train
benign (330).png,dataset/benign/benign (330).png,benign (330)_mask.png,dataset/benign/benign (330)_mask.png,[],benign,False,train
benign (331).png,dataset/benign/benign (331).png,benign (331)_mask.png,dataset/benign/benign (331)_mask.png,[],benign,False,train
benign (332).png,dataset/benign/benign (332).png,benign (332)_mask.png,dataset/benign/benign (332)_mask.png,[],benign,False,train
benign (333).png,dataset/benign/benign (333).png,benign (333)_mask.png,dataset/benign/benign (333)_mask.png,[],benign,False,train
benign (334).png,dataset/benign/benign (334).png,benign (334)_mask.png,dataset/benign/benign (334)_mask.png,[],benign,False,train
benign (335).png,dataset/benign/benign (335).png,benign (335)_mask.png,dataset/benign/benign (335)_mask.png,[],benign,False,train
benign (336).png,dataset/benign/benign (336).png,benign (336)_mask.png,dataset/benign/benign (336)_mask.png,[],benign,False,train
benign (337).png,dataset/benign/benign (337).png,benign (337)_mask.png,dataset/benign/benign (337)_mask.png,[],benign,False,train
benign (338).png,dataset/benign/benign (338).png,benign (338)_mask.png,dataset/benign/benign (338)_mask.png,[],benign,False,train
benign (339).png,dataset/benign/benign (339).png,benign (339)_mask.png,dataset/benign/benign (339)_mask.png,[],benign,False,val
benign (34).png,dataset/benign/benign (34).png,benign (34)_mask.png,dataset/benign/benign (34)_mask.png,[],benign,False,test
benign (340).png,dataset/benign/benign (340).png,benign (340)_mask.png,dataset/benign/benign (340)_mask.png,[],benign,False,train
benign (341).png,dataset/benign/benign (341).png,benign (341)_mask.png,dataset/benign/benign (341)_mask.png,[],benign,False,train
benign (342).png,dataset/benign/benign (342).png,benign (342)_mask.png,dataset/benign/benign (342)_mask.png,[],benign,False,train
benign (343).png,dataset/benign/benign (343).png,benign (343)_mask.png,dataset/benign/benign (343)_mask.png,[],benign,False,train
benign (344).png,dataset/benign/benign (344).png,benign (344)_mask.png,dataset/benign/benign (344)_mask.png,[],benign,False,test
benign (345).png,dataset/benign/benign (345).png,benign (345)_mask.png,dataset/benign/benign (345)_mask.png,[],benign,False,train
benign (346).png,dataset/benign/benign (346).png,benign (346)_mask.png,dataset/benign/benign (346)_mask.png,['dataset/benign/benign (346)_mask_1.png'],benign,False,val
benign (347).png,dataset/benign/benign (347).png,benign (347)_mask.png,dataset/benign/benign (347)_mask.png,[],benign,False,test
benign (348).png,dataset/benign/benign (348).png,benign (348)_mask.png,dataset/benign/benign (348)_mask.png,[],benign,False,train
benign (349).png,dataset/benign/benign (349).png,benign (349)_mask.png,dataset/benign/benign (349)_mask.png,[],benign,False,val
benign (35).png,dataset/benign/benign (35).png,benign (35)_mask.png,dataset/benign/benign (35)_mask.png,[],benign,False,val
benign (350).png,dataset/benign/benign (350).png,benign (350)_mask.png,dataset/benign/benign (350)_mask.png,[],benign,False,test
benign (351).png,dataset/benign/benign (351).png,benign (351)_mask.png,dataset/benign/benign (351)_mask.png,[],benign,False,train
benign (352).png,dataset/benign/benign (352).png,benign (352)_mask.png,dataset/benign/benign (352)_mask.png,[],benign,False,train
benign (353).png,dataset/benign/benign (353).png,benign (353)_mask.png,dataset/benign/benign (353)_mask.png,[],benign,False,train
benign (354).png,dataset/benign/benign (354).png,benign (354)_mask.png,dataset/benign/benign (354)_mask.png,[],benign,False,train
benign (355).png,dataset/benign/benign (355).png,benign (355)_mask.png,dataset/benign/benign (355)_mask.png,[],benign,False,train
benign (356).png,dataset/benign/benign (356).png,benign (356)_mask.png,dataset/benign/benign (356)_mask.png,[],benign,False,train
benign (357).png,dataset/benign/benign (357).png,benign (357)_mask.png,dataset/benign/benign (357)_mask.png,[],benign,False,test
benign (358).png,dataset/benign/benign (358).png,benign (358)_mask.png,dataset/benign/benign (358)_mask.png,[],benign,False,test
benign (359).png,dataset/benign/benign (359).png,benign (359)_mask.png,dataset/benign/benign (359)_mask.png,[],benign,False,train
benign (36).png,dataset/benign/benign (36).png,benign (36)_mask.png,dataset/benign/benign (36)_mask.png,[],benign,False,train
benign (360).png,dataset/benign/benign (360).png,benign (360)_mask.png,dataset/benign/benign (360)_mask.png,[],benign,False,test
benign (361).png,dataset/benign/benign (361).png,benign (361)_mask.png,dataset/benign/benign (361)_mask.png,[],benign,False,train
benign (362).png,dataset/benign/benign (362).png,benign (362)_mask.png,dataset/benign/benign (362)_mask.png,[],benign,False,train
benign (363).png,dataset/benign/benign (363).png,benign (363)_mask.png,dataset/benign/benign (363)_mask.png,[],benign,False,train
benign (364).png,dataset/benign/benign (364).png,benign (364)_mask.png,dataset/benign/benign (364)_mask.png,[],benign,False,train
benign (365).png,dataset/benign/benign (365).png,benign (365)_mask.png,dataset/benign/benign (365)_mask.png,[],benign,False,train
benign (366).png,dataset/benign/benign (366).png,benign (366)_mask.png,dataset/benign/benign (366)_mask.png,[],benign,False,test
benign (367).png,dataset/benign/benign (367).png,benign (367)_mask.png,dataset/benign/benign (367)_mask.png,[],benign,False,test
benign (368).png,dataset/benign/benign (368).png,benign (368)_mask.png,dataset/benign/benign (368)_mask.png,[],benign,False,train
benign (369).png,dataset/benign/benign (369).png,benign (369)_mask.png,dataset/benign/benign (369)_mask.png,[],benign,False,train
benign (37).png,dataset/benign/benign (37).png,benign (37)_mask.png,dataset/benign/benign (37)_mask.png,[],benign,False,test
benign (370).png,dataset/benign/benign (370).png,benign (370)_mask.png,dataset/benign/benign (370)_mask.png,[],benign,False,val
benign (371).png,dataset/benign/benign (371).png,benign (371)_mask.png,dataset/benign/benign (371)_mask.png,[],benign,False,train
benign (372).png,dataset/benign/benign (372).png,benign (372)_mask.png,dataset/benign/benign (372)_mask.png,[],benign,False,test
benign (373).png,dataset/benign/benign (373).png,benign (373)_mask.png,dataset/benign/benign (373)_mask.png,[],benign,False,train
benign (374).png,dataset/benign/benign (374).png,benign (374)_mask.png,dataset/benign/benign (374)_mask.png,[],benign,False,train
benign (375).png,dataset/benign/benign (375).png,benign (375)_mask.png,dataset/benign/benign (375)_mask.png,[],benign,False,train
benign (376).png,dataset/benign/benign (376).png,benign (376)_mask.png,dataset/benign/benign (376)_mask.png,[],benign,False,train
benign (377).png,dataset/benign/benign (377).png,benign (377)_mask.png,dataset/benign/benign (377)_mask.png,[],benign,False,train
benign (378).png,dataset/benign/benign (378).png,benign (378)_mask.png,dataset/benign/benign (378)_mask.png,[],benign,False,test
benign (379).png,dataset/benign/benign (379).png,benign (379)_mask.png,dataset/benign/benign (379)_mask.png,[],benign,False,train
benign (38).png,dataset/benign/benign (38).png,benign (38)_mask.png,dataset/benign/benign (38)_mask.png,[],benign,False,train
benign (380).png,dataset/benign/benign (380).png,benign (380)_mask.png,dataset/benign/benign (380)_mask.png,[],benign,False,train
benign (381).png,dataset/benign/benign (381).png,benign (381)_mask.png,dataset/benign/benign (381)_mask.png,[],benign,False,test
benign (382).png,dataset/benign/benign (382).png,benign (382)_mask.png,dataset/benign/benign (382)_mask.png,[],benign,False,test
benign (383).png,dataset/benign/benign (383).png,benign (383)_mask.png,dataset/benign/benign (383)_mask.png,[],benign,False,train
benign (384).png,dataset/benign/benign (384).png,benign (384)_mask.png,dataset/benign/benign (384)_mask.png,[],benign,False,test
benign (385).png,dataset/benign/benign (385).png,benign (385)_mask.png,dataset/benign/benign (385)_mask.png,[],benign,False,test
benign (386).png,dataset/benign/benign (386).png,benign (386)_mask.png,dataset/benign/benign (386)_mask.png,[],benign,False,train
benign (387).png,dataset/benign/benign (387).png,benign (387)_mask.png,dataset/benign/benign (387)_mask.png,[],benign,False,val
benign (388).png,dataset/benign/benign (388).png,benign (388)_mask.png,dataset/benign/benign (388)_mask.png,[],benign,False,test
benign (389).png,dataset/benign/benign (389).png,benign (389)_mask.png,dataset/benign/benign (389)_mask.png,[],benign,False,train
benign (39).png,dataset/benign/benign (39).png,benign (39)_mask.png,dataset/benign/benign (39)_mask.png,[],benign,False,train
benign (390).png,dataset/benign/benign (390).png,benign (390)_mask.png,dataset/benign/benign (390)_mask.png,[],benign,False,train
benign (391).png,dataset/benign/benign (391).png,benign (391)_mask.png,dataset/benign/benign (391)_mask.png,[],benign,False,train
benign (392).png,dataset/benign/benign (392).png,benign (392)_mask.png,dataset/benign/benign (392)_mask.png,[],benign,False,test
benign (393).png,dataset/benign/benign (393).png,benign (393)_mask.png,dataset/benign/benign (393)_mask.png,[],benign,False,train
benign (394).png,dataset/benign/benign (394).png,benign (394)_mask.png,dataset/benign/benign (394)_mask.png,[],benign,False,train
benign (395).png,dataset/benign/benign (395).png,benign (395)_mask.png,dataset/benign/benign (395)_mask.png,[],benign,False,train
benign (396).png,dataset/benign/benign (396).png,benign (396)_mask.png,dataset/benign/benign (396)_mask.png,[],benign,False,val
benign (397).png,dataset/benign/benign (397).png,benign (397)_mask.png,dataset/benign/benign (397)_mask.png,[],benign,False,train
benign (398).png,dataset/benign/benign (398).png,benign (398)_mask.png,dataset/benign/benign (398)_mask.png,[],benign,False,val
benign (399).png,dataset/benign/benign (399).png,benign (399)_mask.png,dataset/benign/benign (399)_mask.png,[],benign,False,train
benign (4).png,dataset/benign/benign (4).png,benign (4)_mask.png,dataset/benign/benign (4)_mask.png,['dataset/benign/benign (4)_mask_1.png'],benign,False,test
benign (40).png,dataset/benign/benign (40).png,benign (40)_mask.png,dataset/benign/benign (40)_mask.png,[],benign,False,train
benign (400).png,dataset/benign/benign (400).png,benign (400)_mask.png,dataset/benign/benign (400)_mask.png,[],benign,False,train
benign (401).png,dataset/benign/benign (401).png,benign (401)_mask.png,dataset/benign/benign (401)_mask.png,[],benign,False,train
benign (402).png,dataset/benign/benign (402).png,benign (402)_mask.png,dataset/benign/benign (402)_mask.png,[],benign,False,train
benign (403).png,dataset/benign/benign (403).png,benign (403)_mask.png,dataset/benign/benign (403)_mask.png,[],benign,False,train
benign (404).png,dataset/benign/benign (404).png,benign (404)_mask.png,dataset/benign/benign (404)_mask.png,[],benign,False,train
benign (405).png,dataset/benign/benign (405).png,benign (405)_mask.png,dataset/benign/benign (405)_mask.png,[],benign,False,train
benign (406).png,dataset/benign/benign (406).png,benign (406)_mask.png,dataset/benign/benign (406)_mask.png,[],benign,False,train
benign (407).png,dataset/benign/benign (407).png,benign (407)_mask.png,dataset/benign/benign (407)_mask.png,[],benign,False,val
benign (408).png,dataset/benign/benign (408).png,benign (408)_mask.png,dataset/benign/benign (408)_mask.png,[],benign,False,train
benign (409).png,dataset/benign/benign (409).png,benign (409)_mask.png,dataset/benign/benign (409)_mask.png,[],benign,False,train
benign (41).png,dataset/benign/benign (41).png,benign (41)_mask.png,dataset/benign/benign (41)_mask.png,[],benign,False,train
benign (410).png,dataset/benign/benign (410).png,benign (410)_mask.png,dataset/benign/benign (410)_mask.png,[],benign,False,train
benign (411).png,dataset/benign/benign (411).png,benign (411)_mask.png,dataset/benign/benign (411)_mask.png,[],benign,False,train
benign (412).png,dataset/benign/benign (412).png,benign (412)_mask.png,dataset/benign/benign (412)_mask.png,[],benign,False,train
benign (413).png,dataset/benign/benign (413).png,benign (413)_mask.png,dataset/benign/benign (413)_mask.png,[],benign,False,val
benign (414).png,dataset/benign/benign (414).png,benign (414)_mask.png,dataset/benign/benign (414)_mask.png,[],benign,False,train
benign (415).png,dataset/benign/benign (415).png,benign (415)_mask.png,dataset/benign/benign (415)_mask.png,[],benign,False,val
benign (416).png,dataset/benign/benign (416).png,benign (416)_mask.png,dataset/benign/benign (416)_mask.png,[],benign,False,train
benign (417).png,dataset/benign/benign (417).png,benign (417)_mask.png,dataset/benign/benign (417)_mask.png,[],benign,False,train
benign (418).png,dataset/benign/benign (418).png,benign (418)_mask.png,dataset/benign/benign (418)_mask.png,[],benign,False,train
benign (419).png,dataset/benign/benign (419).png,benign (419)_mask.png,dataset/benign/benign (419)_mask.png,[],benign,False,train
benign (42).png,dataset/benign/benign (42).png,benign (42)_mask.png,dataset/benign/benign (42)_mask.png,[],benign,False,val
benign (420).png,dataset/benign/benign (420).png,benign (420)_mask.png,dataset/benign/benign (420)_mask.png,[],benign,False,train
benign (421).png,dataset/benign/benign (421).png,benign (421)_mask.png,dataset/benign/benign (421)_mask.png,[],benign,False,train
benign (422).png,dataset/benign/benign (422).png,benign (422)_mask.png,dataset/benign/benign (422)_mask.png,[],benign,False,train
benign (423).png,dataset/benign/benign (423).png,benign (423)_mask.png,dataset/benign/benign (423)_mask.png,[],benign,False,val
benign (424).png,dataset/benign/benign (424).png,benign (424)_mask.png,dataset/benign/benign (424)_mask.png,['dataset/benign/benign (424)_mask_1.png'],benign,False,train
benign (425).png,dataset/benign/benign (425).png,benign (425)_mask.png,dataset/benign/benign (425)_mask.png,[],benign,False,train
benign (426).png,dataset/benign/benign (426).png,benign (426)_mask.png,dataset/benign/benign (426)_mask.png,[],benign,False,train
benign (427).png,dataset/benign/benign (427).png,benign (427)_mask.png,dataset/benign/benign (427)_mask.png,[],benign,False,val
benign (428).png,dataset/benign/benign (428).png,benign (428)_mask.png,dataset/benign/benign (428)_mask.png,[],benign,False,train
benign (429).png,dataset/benign/benign (429).png,benign (429)_mask.png,dataset/benign/benign (429)_mask.png,[],benign,False,test
benign (43).png,dataset/benign/benign (43).png,benign (43)_mask.png,dataset/benign/benign (43)_mask.png,[],benign,False,train
benign (430).png,dataset/benign/benign (430).png,benign (430)_mask.png,dataset/benign/benign (430)_mask.png,[],benign,False,train
benign (431).png,dataset/benign/benign (431).png,benign (431)_mask.png,dataset/benign/benign (431)_mask.png,[],benign,False,val
benign (432).png,dataset/benign/benign (432).png,benign (432)_mask.png,dataset/benign/benign (432)_mask.png,[],benign,False,train
benign (433).png,dataset/benign/benign (433).png,benign (433)_mask.png,dataset/benign/benign (433)_mask.png,[],benign,False,train
benign (434).png,dataset/benign/benign (434).png,benign (434)_mask.png,dataset/benign/benign (434)_mask.png,[],benign,False,train
benign (435).png,dataset/benign/benign (435).png,benign (435)_mask.png,dataset/benign/benign (435)_mask.png,[],benign,False,val
benign (436).png,dataset/benign/benign (436).png,benign (436)_mask.png,dataset/benign/benign (436)_mask.png,[],benign,False,train
benign (437).png,dataset/benign/benign (437).png,benign (437)_mask.png,dataset/benign/benign (437)_mask.png,[],benign,False,train
benign (44).png,dataset/benign/benign (44).png,benign (44)_mask.png,dataset/benign/benign (44)_mask.png,[],benign,False,train
benign (45).png,dataset/benign/benign (45).png,benign (45)_mask.png,dataset/benign/benign (45)_mask.png,[],benign,False,val
benign (46).png,dataset/benign/benign (46).png,benign (46)_mask.png,dataset/benign/benign (46)_mask.png,[],benign,False,train
benign (47).png,dataset/benign/benign (47).png,benign (47)_mask.png,dataset/benign/benign (47)_mask.png,[],benign,False,train
benign (48).png,dataset/benign/benign (48).png,benign (48)_mask.png,dataset/benign/benign (48)_mask.png,[],benign,False,train
benign (49).png,dataset/benign/benign (49).png,benign (49)_mask.png,dataset/benign/benign (49)_mask.png,[],benign,False,train
benign (5).png,dataset/benign/benign (5).png,benign (5)_mask.png,dataset/benign/benign (5)_mask.png,[],benign,False,train
benign (50).png,dataset/benign/benign (50).png,benign (50)_mask.png,dataset/benign/benign (50)_mask.png,[],benign,False,train
benign (51).png,dataset/benign/benign (51).png,benign (51)_mask.png,dataset/benign/benign (51)_mask.png,[],benign,False,train
benign (52).png,dataset/benign/benign (52).png,benign (52)_mask.png,dataset/benign/benign (52)_mask.png,[],benign,False,train
benign (53).png,dataset/benign/benign (53).png,benign (53)_mask.png,dataset/benign/benign (53)_mask.png,[],benign,False,val
benign (54).png,dataset/benign/benign (54).png,benign (54)_mask.png,dataset/benign/benign (54)_mask.png,['dataset/benign/benign (54)_mask_1.png'],benign,False,test
benign (55).png,dataset/benign/benign (55).png,benign (55)_mask.png,dataset/benign/benign (55)_mask.png,[],benign,False,val
benign (56).png,dataset/benign/benign (56).png,benign (56)_mask.png,dataset/benign/benign (56)_mask.png,[],benign,False,train
benign (57).png,dataset/benign/benign (57).png,benign (57)_mask.png,dataset/benign/benign (57)_mask.png,[],benign,False,train
benign (58).png,dataset/benign/benign (58).png,benign (58)_mask.png,dataset/benign/benign (58)_mask.png,['dataset/benign/benign (58)_mask_1.png'],benign,False,train
benign (59).png,dataset/benign/benign (59).png,benign (59)_mask.png,dataset/benign/benign (59)_mask.png,[],benign,False,train
benign (6).png,dataset/benign/benign (6).png,benign (6)_mask.png,dataset/benign/benign (6)_mask.png,[],benign,False,train
benign (60).png,dataset/benign/benign (60).png,benign (60)_mask.png,dataset/benign/benign (60)_mask.png,[],benign,False,train
benign (61).png,dataset/benign/benign (61).png,benign (61)_mask.png,dataset/benign/benign (61)_mask.png,[],benign,False,val
benign (62).png,dataset/benign/benign (62).png,benign (62)_mask.png,dataset/benign/benign (62)_mask.png,[],benign,False,test
benign (63).png,dataset/benign/benign (63).png,benign (63)_mask.png,dataset/benign/benign (63)_mask.png,[],benign,False,train
benign (64).png,dataset/benign/benign (64).png,benign (64)_mask.png,dataset/benign/benign (64)_mask.png,[],benign,False,train
benign (65).png,dataset/benign/benign (65).png,benign (65)_mask.png,dataset/benign/benign (65)_mask.png,[],benign,False,train
benign (66).png,dataset/benign/benign (66).png,benign (66)_mask.png,dataset/benign/benign (66)_mask.png,[],benign,False,val
benign (67).png,dataset/benign/benign (67).png,benign (67)_mask.png,dataset/benign/benign (67)_mask.png,[],benign,False,train
benign (68).png,dataset/benign/benign (68).png,benign (68)_mask.png,dataset/benign/benign (68)_mask.png,[],benign,False,val
benign (69).png,dataset/benign/benign (69).png,benign (69)_mask.png,dataset/benign/benign (69)_mask.png,[],benign,False,train
benign (7).png,dataset/benign/benign (7).png,benign (7)_mask.png,dataset/benign/benign (7)_mask.png,[],benign,False,train
benign (70).png,dataset/benign/benign (70).png,benign (70)_mask.png,dataset/benign/benign (70)_mask.png,[],benign,False,val
benign (71).png,dataset/benign/benign (71).png,benign (71)_mask.png,dataset/benign/benign (71)_mask.png,[],benign,False,train
benign (72).png,dataset/benign/benign (72).png,benign (72)_mask.png,dataset/benign/benign (72)_mask.png,[],benign,False,train
benign (73).png,dataset/benign/benign (73).png,benign (73)_mask.png,dataset/benign/benign (73)_mask.png,[],benign,False,train
benign (74).png,dataset/benign/benign (74).png,benign (74)_mask.png,dataset/benign/benign (74)_mask.png,[],benign,False,test
benign (75).png,dataset/benign/benign (75).png,benign (75)_mask.png,dataset/benign/benign (75)_mask.png,[],benign,False,train
benign (76).png,dataset/benign/benign (76).png,benign (76)_mask.png,dataset/benign/benign (76)_mask.png,[],benign,False,train
benign (77).png,dataset/benign/benign (77).png,benign (77)_mask.png,dataset/benign/benign (77)_mask.png,[],benign,False,train
benign (78).png,dataset/benign/benign (78).png,benign (78)_mask.png,dataset/benign/benign (78)_mask.png,[],benign,False,train
benign (79).png,dataset/benign/benign (79).png,benign (79)_mask.png,dataset/benign/benign (79)_mask.png,[],benign,False,train
benign (8).png,dataset/benign/benign (8).png,benign (8)_mask.png,dataset/benign/benign (8)_mask.png,[],benign,False,val
benign (80).png,dataset/benign/benign (80).png,benign (80)_mask.png,dataset/benign/benign (80)_mask.png,[],benign,False,train
benign (81).png,dataset/benign/benign (81).png,benign (81)_mask.png,dataset/benign/benign (81)_mask.png,[],benign,False,train
benign (82).png,dataset/benign/benign (82).png,benign (82)_mask.png,dataset/benign/benign (82)_mask.png,[],benign,False,train
benign (83).png,dataset/benign/benign (83).png,benign (83)_mask.png,dataset/benign/benign (83)_mask.png,['dataset/benign/benign (83)_mask_1.png'],benign,False,train
benign (84).png,dataset/benign/benign (84).png,benign (84)_mask.png,dataset/benign/benign (84)_mask.png,[],benign,False,train
benign (85).png,dataset/benign/benign (85).png,benign (85)_mask.png,dataset/benign/benign (85)_mask.png,[],benign,False,test
benign (86).png,dataset/benign/benign (86).png,benign (86)_mask.png,dataset/benign/benign (86)_mask.png,[],benign,False,train
benign (87).png,dataset/benign/benign (87).png,benign (87)_mask.png,dataset/benign/benign (87)_mask.png,[],benign,False,val
benign (88).png,dataset/benign/benign (88).png,benign (88)_mask.png,dataset/benign/benign (88)_mask.png,[],benign,False,train
benign (89).png,dataset/benign/benign (89).png,benign (89)_mask.png,dataset/benign/benign (89)_mask.png,[],benign,False,train
benign (9).png,dataset/benign/benign (9).png,benign (9)_mask.png,dataset/benign/benign (9)_mask.png,[],benign,False,train
benign (90).png,dataset/benign/benign (90).png,benign (90)_mask.png,dataset/benign/benign (90)_mask.png,[],benign,False,train
benign (91).png,dataset/benign/benign (91).png,benign (91)_mask.png,dataset/benign/benign (91)_mask.png,[],benign,False,train
benign (92).png,dataset/benign/benign (92).png,benign (92)_mask.png,dataset/benign/benign (92)_mask.png,['dataset/benign/benign (92)_mask_1.png'],benign,False,train
benign (93).png,dataset/benign/benign (93).png,benign (93)_mask.png,dataset/benign/benign (93)_mask.png,['dataset/benign/benign (93)_mask_1.png'],benign,False,train
benign (94).png,dataset/benign/benign (94).png,benign (94)_mask.png,dataset/benign/benign (94)_mask.png,[],benign,False,val
benign (95).png,dataset/benign/benign (95).png,benign (95)_mask.png,dataset/benign/benign (95)_mask.png,[],benign,False,train
benign (96).png,dataset/benign/benign (96).png,benign (96)_mask.png,dataset/benign/benign (96)_mask.png,[],benign,False,train
benign (97).png,dataset/benign/benign (97).png,benign (97)_mask.png,dataset/benign/benign (97)_mask.png,[],benign,False,train
benign (98).png,dataset/benign/benign (98).png,benign (98)_mask.png,dataset/benign/benign (98)_mask.png,['dataset/benign/benign (98)_mask_1.png'],benign,False,train
benign (99).png,dataset/benign/benign (99).png,benign (99)_mask.png,dataset/benign/benign (99)_mask.png,[],benign,False,train
malignant (1).png,dataset/malignant/malignant (1).png,malignant (1)_mask.png,dataset/malignant/malignant (1)_mask.png,[],malignant,False,test
malignant (10).png,dataset/malignant/malignant (10).png,malignant (10)_mask.png,dataset/malignant/malignant (10)_mask.png,[],malignant,False,test
malignant (100).png,dataset/malignant/malignant (100).png,malignant (100)_mask.png,dataset/malignant/malignant (100)_mask.png,[],malignant,False,train
malignant (101).png,dataset/malignant/malignant (101).png,malignant (101)_mask.png,dataset/malignant/malignant (101)_mask.png,[],malignant,False,val
malignant (102).png,dataset/malignant/malignant (102).png,malignant (102)_mask.png,dataset/malignant/malignant (102)_mask.png,[],malignant,False,train
malignant (103).png,dataset/malignant/malignant (103).png,malignant (103)_mask.png,dataset/malignant/malignant (103)_mask.png,[],malignant,False,train
malignant (104).png,dataset/malignant/malignant (104).png,malignant (104)_mask.png,dataset/malignant/malignant (104)_mask.png,[],malignant,False,train
malignant (105).png,dataset/malignant/malignant (105).png,malignant (105)_mask.png,dataset/malignant/malignant (105)_mask.png,[],malignant,False,train
malignant (106).png,dataset/malignant/malignant (106).png,malignant (106)_mask.png,dataset/malignant/malignant (106)_mask.png,[],malignant,False,train
malignant (107).png,dataset/malignant/malignant (107).png,malignant (107)_mask.png,dataset/malignant/malignant (107)_mask.png,[],malignant,False,val
malignant (108).png,dataset/malignant/malignant (108).png,malignant (108)_mask.png,dataset/malignant/malignant (108)_mask.png,[],malignant,False,val
malignant (109).png,dataset/malignant/malignant (109).png,malignant (109)_mask.png,dataset/malignant/malignant (109)_mask.png,[],malignant,False,train
malignant (11).png,dataset/malignant/malignant (11).png,malignant (11)_mask.png,dataset/malignant/malignant (11)_mask.png,[],malignant,False,train
malignant (110).png,dataset/malignant/malignant (110).png,malignant (110)_mask.png,dataset/malignant/malignant (110)_mask.png,[],malignant,False,train
malignant (111).png,dataset/malignant/malignant (111).png,malignant (111)_mask.png,dataset/malignant/malignant (111)_mask.png,[],malignant,False,train
malignant (112).png,dataset/malignant/malignant (112).png,malignant (112)_mask.png,dataset/malignant/malignant (112)_mask.png,[],malignant,False,val
malignant (113).png,dataset/malignant/malignant (113).png,malignant (113)_mask.png,dataset/malignant/malignant (113)_mask.png,[],malignant,False,train
malignant (114).png,dataset/malignant/malignant (114).png,malignant (114)_mask.png,dataset/malignant/malignant (114)_mask.png,[],malignant,False,val
malignant (115).png,dataset/malignant/malignant (115).png,malignant (115)_mask.png,dataset/malignant/malignant (115)_mask.png,[],malignant,False,train
malignant (116).png,dataset/malignant/malignant (116).png,malignant (116)_mask.png,dataset/malignant/malignant (116)_mask.png,[],malignant,False,test
malignant (117).png,dataset/malignant/malignant (117).png,malignant (117)_mask.png,dataset/malignant/malignant (117)_mask.png,[],malignant,False,train
malignant (118).png,dataset/malignant/malignant (118).png,malignant (118)_mask.png,dataset/malignant/malignant (118)_mask.png,[],malignant,False,train
malignant (119).png,dataset/malignant/malignant (119).png,malignant (119)_mask.png,dataset/malignant/malignant (119)_mask.png,[],malignant,False,train
malignant (12).png,dataset/malignant/malignant (12).png,malignant (12)_mask.png,dataset/malignant/malignant (12)_mask.png,[],malignant,False,train
malignant (120).png,dataset/malignant/malignant (120).png,malignant (120)_mask.png,dataset/malignant/malignant (120)_mask.png,[],malignant,False,train
malignant (121).png,dataset/malignant/malignant (121).png,malignant (121)_mask.png,dataset/malignant/malignant (121)_mask.png,[],malignant,False,train
